                0.25          3.84922e-16          1.66582e-17
            0.250829          7.87608e-08          7.39257e-07
            0.251661          1.54999e-07          1.45552e-06
            0.252495          2.29011e-07           2.1484e-06
            0.253332          3.01076e-07          2.81755e-06
            0.254172          3.71465e-07          3.46264e-06
            0.255015          4.40431e-07          4.08341e-06
             0.25586          5.08218e-07           4.6796e-06
            0.256708          5.75059e-07          5.25104e-06
            0.257559          6.41177e-07          5.79756e-06
            0.258413          7.06782e-07          6.31906e-06
             0.25927          7.72079e-07          6.81549e-06
            0.260129          8.37263e-07          7.28685e-06
            0.260992          9.02519e-07          7.73317e-06
            0.261857          9.68028e-07          8.15455e-06
            0.262725          1.03396e-06          8.55114e-06
            0.263596          1.10048e-06          8.92314e-06
            0.264469          1.16775e-06          9.27081e-06
            0.265346          1.23592e-06          9.59444e-06
            0.266225          1.30515e-06           9.8944e-06
            0.267108          1.37556e-06          1.01711e-05
            0.267993          1.44731e-06           1.0425e-05
            0.268881          1.52052e-06          1.06566e-05
            0.269772          1.59535e-06          1.08665e-05
            0.270667          1.67193e-06          1.10552e-05
            0.271564          1.75038e-06          1.12235e-05
            0.272464          1.83083e-06           1.1372e-05
            0.273367           1.9134e-06          1.15014e-05
            0.274272           1.9982e-06          1.16127e-05
            0.275181          2.08535e-06          1.17064e-05
            0.276093          2.17494e-06          1.17837e-05
            0.277008           2.2671e-06          1.18452e-05
            0.277926          2.36191e-06           1.1892e-05
            0.278847          2.45947e-06          1.19249e-05
            0.279771          2.55989e-06           1.1945e-05
            0.280698          2.66324e-06          1.19532e-05
            0.281628          2.76961e-06          1.19506e-05
            0.282561           2.8791e-06          1.19382e-05
            0.283498          2.99179e-06          1.19169e-05
            0.284437          3.10776e-06           1.1888e-05
            0.285379          3.22708e-06          1.18523e-05
            0.286325          3.34983e-06          1.18109e-05
            0.287273           3.4761e-06           1.1765e-05
            0.288225          3.60594e-06          1.17154e-05
             0.28918          3.73944e-06          1.16633e-05
            0.290138          3.87667e-06          1.16097e-05
            0.291099          4.01768e-06          1.15556e-05
            0.292064          4.16256e-06          1.15018e-05
            0.293031          4.31137e-06          1.14495e-05
            0.294002          4.46417e-06          1.13995e-05
